1, 0.0, 0.5049741642688875, 0.54075927945645, 0.5016593295921482,
2, 0.0, 0.5128423234345865, 0.5147474174478148, 0.5064000016755775,
4, 0.0, 0.5372640139840363, 0.5109875247863446, 0.5164577200715782,
8, 0.0, 0.5447780086835029, 0.5301893626606606, 0.530087474586445,
16, 0.0, 0.5472479188867716, 0.5358356745754259, 0.5365356997115893,
1, 0.01, 0.4691545551988199, 0.5258244329672315, 0.51643398095201,
2, 0.01, 0.5216894160566116, 0.5281485242998947, 0.4863265694522945,
4, 0.01, 0.511480713156816, 0.5358889128833803, 0.5315070864016808,
8, 0.01, 0.5382556726638279, 0.5419036804745397, 0.5313310820305158,
16, 0.01, 0.5177587092618041, 0.5282781665094072, 0.530221745107642,
1, 0.02, 0.5026033551854688, 0.49463165673331927, 0.525036367481685,
2, 0.02, 0.5088851066029408, 0.5064351662776717, 0.5272729193376214,
4, 0.02, 0.5065430173774701, 0.5209126567452057, 0.5140786206680052,
8, 0.02, 0.5033519192302492, 0.5566240730218309, 0.54862311172019,
16, 0.02, 0.5377189184891951, 0.5088668021546862, 0.5294821436136468,
1, 0.05, 0.5026679637202631, 0.5212046915301547, 0.4999507445123113,
2, 0.05, 0.5127002611189067, 0.5271355780534339, 0.5044178138053195,
4, 0.05, 0.5029527678889435, 0.5545953197485446, 0.527766050632474,
8, 0.05, 0.540643774557739, 0.5277855079729915, 0.5389381881763873,
16, 0.05, 0.5513908014379005, 0.5224490107165201, 0.5193779389740306,
1, 0.1, 0.5132611038482675, 0.5252713610515563, 0.49827171398763553,
2, 0.1, 0.521341115785661, 0.5079309422236387, 0.5054149990266353,
4, 0.1, 0.5091155477849522, 0.5006400841335005, 0.5397856258910918,
8, 0.1, 0.5159914788769806, 0.5356392715267213, 0.5165158657524449,
16, 0.1, 0.5607373331630776, 0.5441682398444371, 0.5151225962432888,
1, 0.2, 0.5194489493992308, 0.5021146012271487, 0.47476064054040107,
2, 0.2, 0.5290800227165375, 0.542905780679571, 0.5177240114977677,
4, 0.2, 0.5202532666052107, 0.5210389914894125, 0.48488756145242035,
8, 0.2, 0.5306189352623762, 0.5195717211139541, 0.506953099920207,
16, 0.2, 0.5365021478254091, 0.5372432288811355, 0.5409341195402033,
1, 0.4, 0.5229858274108302, 0.5183719801344446, 0.5110614778966621,
2, 0.4, 0.5346583592023497, 0.5259854687049415, 0.5376287819490269,
4, 0.4, 0.5209367884203834, 0.512027715766226, 0.5107564860827662,
8, 0.4, 0.5368357594788039, 0.5382556726638279, 0.5223487779640152,
16, 0.4, 0.5234406297374439, 0.5375267698361019, 0.5400866077805485,
1, 0.5, 0.50894072123273, 0.5020599716595552, 0.5114485954189031,
2, 0.5, 0.516835339766407, 0.5348969172009026, 0.5413868746827273,
4, 0.5, 0.4920248678910406, 0.5074132720322616, 0.5277855079729915,
8, 0.5, 0.5227551780895621, 0.5372432288811355, 0.5309849072545477,
16, 0.5, 0.5162549182684131, 0.5253399063238672, 0.5315791996182747,
1, 1.0, 0.4966395933773822, 0.4947562897764184, 0.49388306947179306,
2, 1.0, 0.5246757379872505, 0.5242749492128637, 0.5120800351285073,
4, 1.0, 0.5250679323246767, 0.5139246337005251, 0.545911341027436,
8, 1.0, 0.5159507722391286, 0.5294821436136468, 0.5464060501166912,
16, 1.0, 0.5333756543623336, 0.5511101428264417, 0.5377313501889265,