0.5, 0.0, 0.7475140889568624, 0.7468080406007578, 0.7468080406007578, 0.7558697437824996, 0.7836378089150016, 0.7391187529369151,
1, 0.0, 0.7834179698976157, 0.7660212951955924, 0.7769282847822846, 0.7796401175779327, 0.7808685970462733, 0.7774390868853782,
2, 0.0, 0.7264230593763896, 0.7627072535615863, 0.7861078060879287, 0.750845927552704, 0.7817029945795554, 0.7405643024521624,
4, 0.0, 0.7133482807262275, 0.7889569568865585, 0.7850297933213368, 0.7543982678047942, 0.7905210441849, 0.7845789964624191,
8, 0.0, 0.7657949464478209, 0.773044036935988, 0.7830281749557944, 0.7651357361093724, 0.7908174690147352, 0.7850813353110018,
16, 0.0, 0.782244360650293, 0.7839498641663298, 0.7813950020889143, 0.7732831994399361, 0.8020794092239807, 0.7768243074512685,
0.5, 0.01, 0.7089346979423766, 0.6957604653992708, 0.7127657086546796, 0.7193991643588126, 0.6903413400084552, 0.7265554177935621,
1, 0.01, 0.7549981698387047, 0.7580853227925877, 0.7876086788677534, 0.7940404107147024, 0.722073771963286, 0.7357012199785682,
2, 0.01, 0.7768243074512685, 0.80634417666269, 0.7670003564562874, 0.7232375729772521, 0.7418271337560165, 0.748622439708041,
4, 0.01, 0.6966636309782505, 0.6957604653992708, 0.7127657086546796, 0.6973186086805784, 0.6903413400084552, 0.7265554177935621,
8, 0.01, 0.7924698976694688, 0.7809193449229332, 0.7627236148472308, 0.7846721230754764, 0.7712503152921564, 0.8010062077108622,
16, 0.01, 0.7813118717838557, 0.7858577294498135, 0.771689007156083, 0.7827115276798865, 0.7691806450860724, 0.7818647595912143,
0.5, 0.02, 0.7056171833352672, 0.7449770038673666, 0.6938664428352926, 0.6690949521405262, 0.7212010725457333, 0.7114543048679483,
1, 0.02, 0.7722270968368085, 0.7324222544291176, 0.7542563183648777, 0.7486317797097561, 0.7680787834631949, 0.7495058210963839,
2, 0.02, 0.7807359131932194, 0.7569428964425939, 0.7630835612965569, 0.747872367726247, 0.7662882734959562, 0.7817842362140306,
4, 0.02, 0.7735839034409407, 0.7806123532348408, 0.7825585923776139, 0.7916165396964187, 0.7585084310197825, 0.7797907172748075,
8, 0.02, 0.7981720838033499, 0.7643943121688785, 0.7647613586634355, 0.7831039861507085, 0.7868641023789104, 0.7772266958790519,
16, 0.02, 0.7691806396196467, 0.7956679700470646, 0.7858577294498135, 0.7779282101157653, 0.7865683162413422, 0.8042976967696435,
0.5, 0.05, 0.7100948156966848, 0.6725518580555582, 0.7127846550718095, 0.6710654658248846, 0.7155809134194184, 0.7177581219496199,
1, 0.05, 0.7606860801223234, 0.7467389002358851, 0.754633187173232, 0.7644977635287534, 0.7198780635140875, 0.752717453544864,
2, 0.05, 0.7742618308468502, 0.7530804595709367, 0.7901849521008308, 0.7748377585798544, 0.7533374102592005, 0.7733532093636666,
4, 0.05, 0.7635537921442428, 0.7898049458289454, 0.7817680628643533, 0.7705433141839171, 0.7770313332999127, 0.7935725394167703,
8, 0.05, 0.7999498604271067, 0.7529343002863804, 0.7807469764920837, 0.7772266958790519, 0.7816400140145906, 0.8031698958417028,
16, 0.05, 0.7825585703593881, 0.8024861029019438, 0.7654485212697963, 0.7873938100878735, 0.7916541053015433, 0.7709489858954223,
0.5, 0.1, 0.6787580916952235, 0.696678442345412, 0.7000410596003338, 0.6637053665136586, 0.7118428633744863, 0.7232739342427017,
1, 0.1, 0.7357188915313301, 0.7133482807262275, 0.7340590940920051, 0.7319178161052933, 0.7445541900253935, 0.7075054336564711,
2, 0.1, 0.7639535819614015, 0.7693176311841993, 0.7689029410244522, 0.75875269419681, 0.7722270968368085, 0.7883766341710697,
4, 0.1, 0.7618546364092941, 0.7674977470796291, 0.783092984804308, 0.7952609576574984, 0.7751711074612022, 0.766469698538835,
8, 0.1, 0.7924698976694688, 0.791021290628189, 0.8136312296326897, 0.7792414329684081, 0.7701362029545021, 0.7594884675337584,
16, 0.1, 0.7786955377829227, 0.790981253376179, 0.7834179698976157, 0.7712503152921564, 0.7870118596235899, 0.7769282847822846,
0.5, 0.2, 0.738848629431727, 0.7287170240052807, 0.7088986522998291, 0.7336455359550057, 0.7297293298609823, 0.6840230192365534,
1, 0.2, 0.7453031160335539, 0.7453711499827312, 0.7612518652287891, 0.711540175409029, 0.6985415648882979, 0.7442212180077089,
2, 0.2, 0.7530362958512898, 0.7497364700703918, 0.7144888853138917, 0.7723147930477835, 0.7705433141839171, 0.785214914760586,
4, 0.2, 0.7680787834631949, 0.7907706979315857, 0.794325971838659, 0.7900733262006682, 0.7589966524811833, 0.7735839034409407,
8, 0.2, 0.7569921311341451, 0.7938566723525193, 0.7781316999040749, 0.7981561399531779, 0.7642355812363794, 0.7795197574170366,
16, 0.2, 0.7553518199482219, 0.7837811582684641, 0.7845100085365331, 0.7646557493107742, 0.7747246442452034, 0.7744953369439369,
0.5, 0.5, 0.6872789835976585, 0.6671942939647625, 0.6769008954858232, 0.6573573650736094, 0.69958361280031, 0.6933545145847273,
1, 0.5, 0.714626289320573, 0.749719089445327, 0.7301387159312661, 0.7373412091327867, 0.7441772252638833, 0.6963947521707504,
2, 0.5, 0.7571962562203507, 0.7364119723033755, 0.7365041339063368, 0.7843331835174154, 0.7705433141839171, 0.762527101975128,
4, 0.5, 0.785535453063732, 0.7495026426955118, 0.7725964030410252, 0.760761877228138, 0.7656745933632464, 0.7628175589244306,
8, 0.5, 0.7515307258600702, 0.754799963962819, 0.7719426858895295, 0.77579619105181, 0.7724366450800564, 0.7902724436184518,
16, 0.5, 0.7583819784980876, 0.7811433624523616, 0.765337913138553, 0.7694565936483598, 0.7642355812363794, 0.7737918427002614,
0.5, 1, 0.6734020843526427, 0.6535562988587075, 0.669537980858248, 0.654528322446608, 0.6479192928488015
1, 1, 0.7260645428796051, 0.7186431744471308, 0.767267807207114, 0.7462186295952279, 0.7325182812812803
2, 1, 0.7786459575302003, 0.7291917570337598, 0.7391204321791129, 0.740360219221554, 0.726720850712699
4, 1, 0.7654485212697963, 0.7541088971183961, 0.7638139101981016, 0.7427556292059236
8, 1, 0.7526971559343923, 0.7501769515420812, 0.7587574634568192, 0.7418571520197784
16, 1, 0.7503955023604554, 0.7797664169700492, 0.7611047426174727, 0.7667987034933478